  4.4500e+01  3.6585e+04
  8.3500e+01  3.6928e+04
  1.2250e+02  3.6887e+04
  1.6150e+02  3.6406e+04
  2.0050e+02  3.6683e+04
  2.3950e+02  3.7319e+04
  2.7850e+02  3.7520e+04
  3.1750e+02  3.7655e+04
  3.5650e+02  3.8293e+04
  3.9550e+02  3.8399e+04
  4.3450e+02  3.8421e+04
  4.7350e+02  3.9097e+04
  5.1250e+02  3.9693e+04
  5.5150e+02  4.0363e+04
  5.9050e+02  4.1003e+04
  6.2950e+02  4.1442e+04
  6.6850e+02  4.2096e+04
  7.0750e+02  4.2616e+04
  7.4650e+02  4.2985e+04
  7.8550e+02  4.3547e+04
  8.2450e+02  4.3591e+04
  8.6350e+02  4.3542e+04
  9.0250e+02  4.2846e+04
  9.4150e+02  4.1055e+04
  9.8050e+02  2.5369e+04
