  2.5000e-02  2.0797e+06
  7.5000e-02  1.9288e+06
  1.2500e-01  1.4551e+06
  1.7500e-01  1.1117e+06
  2.2500e-01  8.3853e+05
  2.7500e-01  6.1296e+05
  3.2500e-01  4.3288e+05
  3.7500e-01  2.9600e+05
  4.2500e-01  1.9348e+05
  4.7500e-01  1.2023e+05
  5.2500e-01  6.9562e+04
  5.7500e-01  3.7427e+04
  6.2500e-01  1.8455e+04
  6.7500e-01  8.3410e+03
  7.2500e-01  3.4050e+03
  7.7500e-01  1.3520e+03
  8.2500e-01  5.0100e+02
  8.7500e-01  1.7800e+02
  9.2500e-01  4.2000e+01
  9.7500e-01  1.0000e+00
