  2.5000e-02  2.0821e+05
  7.5000e-02  1.9297e+05
  1.2500e-01  1.4548e+05
  1.7500e-01  1.1147e+05
  2.2500e-01  8.4017e+04
  2.7500e-01  6.1110e+04
  3.2500e-01  4.3137e+04
  3.7500e-01  2.9297e+04
  4.2500e-01  1.9261e+04
  4.7500e-01  1.2006e+04
  5.2500e-01  6.8640e+03
  5.7500e-01  3.7200e+03
  6.2500e-01  1.9010e+03
  6.7500e-01  8.2100e+02
  7.2500e-01  3.2500e+02
  7.7500e-01  1.2600e+02
  8.2500e-01  3.9000e+01
  8.7500e-01  1.7000e+01
  9.2500e-01  3.0000e+00
  9.7500e-01  0.0000e+00
