0.10000000E+03 0.14500000E+03 0.39442223E-02 0.66614510E-05
0.14500000E+03 0.19000000E+03 0.39899610E-02 0.66845075E-05
0.19000000E+03 0.23500000E+03 0.40275214E-02 0.67142658E-05
0.23500000E+03 0.28000000E+03 0.40551041E-02 0.67391740E-05
0.28000000E+03 0.32500000E+03 0.40941320E-02 0.67646039E-05
0.32500000E+03 0.37000000E+03 0.41448557E-02 0.68154369E-05
0.37000000E+03 0.41500000E+03 0.41814013E-02 0.68329769E-05
0.41500000E+03 0.46000000E+03 0.42353112E-02 0.68760258E-05
0.46000000E+03 0.50500000E+03 0.42655535E-02 0.68992463E-05
0.50500000E+03 0.55000000E+03 0.43180979E-02 0.69369341E-05
0.55000000E+03 0.59500000E+03 0.43526182E-02 0.69626883E-05
0.59500000E+03 0.64000000E+03 0.43869057E-02 0.69972921E-05
0.64000000E+03 0.68500000E+03 0.44118577E-02 0.70024616E-05
0.68500000E+03 0.73000000E+03 0.44152170E-02 0.70066526E-05
0.73000000E+03 0.77500000E+03 0.44118494E-02 0.70081264E-05
0.77500000E+03 0.82000000E+03 0.43618355E-02 0.69672948E-05
0.82000000E+03 0.86500000E+03 0.42105693E-02 0.68903015E-05
0.86500000E+03 0.91000000E+03 0.39237037E-02 0.66444658E-05
0.91000000E+03 0.95500000E+03 0.32659407E-02 0.60300384E-05
0.95500000E+03 0.10000000E+04 0.12008042E-02 0.36881597E-05

