0.00000000E+00 0.12500000E-02 0.00000000E+00 0.00000000E+00 
0.12500000E-02 0.25000000E-02 0.00000000E+00 0.00000000E+00 
0.25000000E-02 0.37500000E-02 0.52850602E+02 0.14996999E+00 
0.37500000E-02 0.50000000E-02 0.20272187E+03 0.29401620E+00 
0.50000000E-02 0.62500000E-02 0.21699761E+03 0.30356215E+00 
0.62500000E-02 0.75000000E-02 0.20986551E+03 0.29455662E+00 
0.75000000E-02 0.87500000E-02 0.19630630E+03 0.28103433E+00 
0.87500000E-02 0.10000000E-01 0.18145006E+03 0.26920599E+00 
0.10000000E-01 0.11250000E-01 0.16663240E+03 0.26048454E+00 
0.11250000E-01 0.12500000E-01 0.15204575E+03 0.24708621E+00 
0.12500000E-01 0.13750000E-01 0.13885849E+03 0.23653406E+00 
0.13750000E-01 0.15000000E-01 0.12629854E+03 0.22545748E+00 
0.15000000E-01 0.16250000E-01 0.11440755E+03 0.21470659E+00 
0.16250000E-01 0.17500000E-01 0.10416625E+03 0.20504915E+00 
0.17500000E-01 0.18750000E-01 0.94793667E+02 0.19578184E+00 
0.18750000E-01 0.20000000E-01 0.86288453E+02 0.18689738E+00 
0.20000000E-01 0.21250000E-01 0.78810281E+02 0.17870746E+00 
0.21250000E-01 0.22500000E-01 0.71783010E+02 0.17066602E+00 
0.22500000E-01 0.23750000E-01 0.65598560E+02 0.16326846E+00 
0.23750000E-01 0.25000000E-01 0.60133504E+02 0.15634163E+00 

