  6.2500e-04  0.0000e+00
  1.8750e-03  0.0000e+00
  3.1250e-03  3.0971e+05
  4.3750e-03  1.2721e+06
  5.6250e-03  1.3457e+06
  6.8750e-03  1.2684e+06
  8.1250e-03  1.1667e+06
  9.3750e-03  1.0668e+06
  1.0625e-02  9.7104e+05
  1.1875e-02  8.8266e+05
  1.3125e-02  8.0121e+05
  1.4375e-02  7.2724e+05
  1.5625e-02  6.5900e+05
  1.6875e-02  5.9799e+05
  1.8125e-02  5.3988e+05
  1.9375e-02  4.9116e+05
  2.0625e-02  4.4656e+05
  2.1875e-02  4.0726e+05
  2.3125e-02  3.7101e+05
  2.4375e-02  3.3878e+05
