  6.2500e-04  0.0000e+00
  1.8750e-03  0.0000e+00
  3.1250e-03  5.9883e+04
  4.3750e-03  4.5185e+05
  5.6250e-03  5.5640e+05
  6.8750e-03  5.7300e+05
  8.1250e-03  5.5556e+05
  9.3750e-03  5.2352e+05
  1.0625e-02  4.8265e+05
  1.1875e-02  4.3992e+05
  1.3125e-02  3.9817e+05
  1.4375e-02  3.5874e+05
  1.5625e-02  3.2273e+05
  1.6875e-02  2.9169e+05
  1.8125e-02  2.6265e+05
  1.9375e-02  2.3738e+05
  2.0625e-02  2.1495e+05
  2.1875e-02  1.9498e+05
  2.3125e-02  1.7633e+05
  2.4375e-02  1.6042e+05
