  2.8900e+01  3.3314e+06
  7.8700e+01  1.8056e+06
  1.2850e+02  1.1317e+06
  1.7830e+02  7.8191e+05
  2.2810e+02  5.6371e+05
  2.7790e+02  4.1571e+05
  3.2770e+02  3.0887e+05
  3.7750e+02  2.3071e+05
  4.2730e+02  1.7141e+05
  4.7710e+02  1.2831e+05
  5.2690e+02  9.5078e+04
  5.7670e+02  6.9985e+04
  6.2650e+02  5.1675e+04
  6.7630e+02  3.7441e+04
  7.2610e+02  2.6734e+04
  7.7590e+02  1.8948e+04
  8.2570e+02  1.3403e+04
  8.7550e+02  9.2890e+03
  9.2530e+02  6.1780e+03
  9.7510e+02  4.0750e+03
