  1.2250e+02  1.1236e+05
  1.6750e+02  1.5367e+05
  2.1250e+02  1.9374e+05
  2.5750e+02  2.3249e+05
  3.0250e+02  2.7119e+05
  3.4750e+02  3.0791e+05
  3.9250e+02  3.4345e+05
  4.3750e+02  3.7605e+05
  4.8250e+02  4.0538e+05
  5.2750e+02  4.2766e+05
  5.7250e+02  4.4598e+05
  6.1750e+02  4.5519e+05
  6.6250e+02  4.5945e+05
  7.0750e+02  4.5718e+05
  7.5250e+02  4.5072e+05
  7.9750e+02  4.4160e+05
  8.4250e+02  4.2183e+05
  8.8750e+02  3.0496e+05
  9.3250e+02  0.0000e+00
  9.7750e+02  0.0000e+00
