0.00000000E+00 0.12500000E-02 0.00000000E+00 0.00000000E+00
0.12500000E-02 0.25000000E-02 0.00000000E+00 0.00000000E+00
0.25000000E-02 0.37500000E-02 0.50594899E+02 0.23119476E-01
0.37500000E-02 0.50000000E-02 0.20737009E+03 0.45725581E-01
0.50000000E-02 0.62500000E-02 0.22051602E+03 0.47044434E-01
0.62500000E-02 0.75000000E-02 0.20883866E+03 0.45862601E-01
0.75000000E-02 0.87500000E-02 0.19273316E+03 0.44167084E-01
0.87500000E-02 0.10000000E-01 0.17600338E+03 0.42315203E-01
0.10000000E-01 0.11250000E-01 0.15998878E+03 0.40442103E-01
0.11250000E-01 0.12500000E-01 0.14509882E+03 0.38601233E-01
0.12500000E-01 0.13750000E-01 0.13158990E+03 0.36835861E-01
0.13750000E-01 0.15000000E-01 0.11929338E+03 0.35137716E-01
0.15000000E-01 0.16250000E-01 0.10813380E+03 0.33510127E-01
0.16250000E-01 0.17500000E-01 0.98108680E+02 0.31966936E-01
0.17500000E-01 0.18750000E-01 0.89052771E+02 0.30497156E-01
0.18750000E-01 0.20000000E-01 0.80985546E+02 0.29118147E-01
0.20000000E-01 0.21250000E-01 0.73652280E+02 0.27799147E-01
0.21250000E-01 0.22500000E-01 0.67107094E+02 0.26561578E-01
0.22500000E-01 0.23750000E-01 0.61222448E+02 0.25392998E-01
0.23750000E-01 0.25000000E-01 0.55912529E+02 0.24286678E-01
