0.00000000E+00 0.12500000E-02 0.00000000E+00 0.00000000E+00
0.12500000E-02 0.25000000E-02 0.00000000E+00 0.00000000E+00
0.25000000E-02 0.37500000E-02 0.49450960E+02 0.22617477E-01
0.37500000E-02 0.50000000E-02 0.20566570E+03 0.45392647E-01
0.50000000E-02 0.62500000E-02 0.21844409E+03 0.46643689E-01
0.62500000E-02 0.75000000E-02 0.20603883E+03 0.45274072E-01
0.75000000E-02 0.87500000E-02 0.18922706E+03 0.43392454E-01
0.87500000E-02 0.10000000E-01 0.17203105E+03 0.41391966E-01
0.10000000E-01 0.11250000E-01 0.15582845E+03 0.39417490E-01
0.11250000E-01 0.12500000E-01 0.14086145E+03 0.37499596E-01
0.12500000E-01 0.13750000E-01 0.12736182E+03 0.35677738E-01
0.13750000E-01 0.15000000E-01 0.11515381E+03 0.33943775E-01
0.15000000E-01 0.16250000E-01 0.10418463E+03 0.32303006E-01
0.16250000E-01 0.17500000E-01 0.94318853E+02 0.30749874E-01
0.17500000E-01 0.18750000E-01 0.85472127E+02 0.29284719E-01
0.18750000E-01 0.20000000E-01 0.77507398E+02 0.27897519E-01
0.20000000E-01 0.21250000E-01 0.70432398E+02 0.26602504E-01
0.21250000E-01 0.22500000E-01 0.64072123E+02 0.25380023E-01
0.22500000E-01 0.23750000E-01 0.58377178E+02 0.24232325E-01
0.23750000E-01 0.25000000E-01 0.53274211E+02 0.23154884E-01
