  1.2250e+02  8.5136e+05
  1.6750e+02  8.5708e+05
  2.1250e+02  8.6728e+05
  2.5750e+02  8.7279e+05
  3.0250e+02  8.8040e+05
  3.4750e+02  8.8875e+05
  3.9250e+02  8.9473e+05
  4.3750e+02  9.0174e+05
  4.8250e+02  9.0828e+05
  5.2750e+02  9.1143e+05
  5.7250e+02  9.1692e+05
  6.1750e+02  9.1988e+05
  6.6250e+02  9.1885e+05
  7.0750e+02  9.1402e+05
  7.5250e+02  9.0224e+05
  7.9750e+02  8.8351e+05
  8.4250e+02  8.4416e+05
  8.8750e+02  7.7406e+05
  9.3250e+02  6.1890e+05
  9.7750e+02  2.0948e+05
