0.10000000E+03 0.14500000E+03 0.37758546E-02 0.10686125E-05
0.14500000E+03 0.19000000E+03 0.40546220E-02 0.11027815E-05
0.19000000E+03 0.23500000E+03 0.41998576E-02 0.11196171E-05
0.23500000E+03 0.28000000E+03 0.42813064E-02 0.11288951E-05
0.28000000E+03 0.32500000E+03 0.43143589E-02 0.11323556E-05
0.32500000E+03 0.37000000E+03 0.43233185E-02 0.11326165E-05
0.37000000E+03 0.41500000E+03 0.43187585E-02 0.11313089E-05
0.41500000E+03 0.46000000E+03 0.43025630E-02 0.11287964E-05
0.46000000E+03 0.50500000E+03 0.42786049E-02 0.11254278E-05
0.50500000E+03 0.55000000E+03 0.42474896E-02 0.11212061E-05
0.55000000E+03 0.59500000E+03 0.42197421E-02 0.11174576E-05
0.59500000E+03 0.64000000E+03 0.41887722E-02 0.11132760E-05
0.64000000E+03 0.68500000E+03 0.41618460E-02 0.11097150E-05
0.68500000E+03 0.73000000E+03 0.41343071E-02 0.11060191E-05
0.73000000E+03 0.77500000E+03 0.41104506E-02 0.11027989E-05
0.77500000E+03 0.82000000E+03 0.40903042E-02 0.11000372E-05
0.82000000E+03 0.86500000E+03 0.40705387E-02 0.10973347E-05
0.86500000E+03 0.91000000E+03 0.40565548E-02 0.10953644E-05
0.91000000E+03 0.95500000E+03 0.40457976E-02 0.10937477E-05
0.95500000E+03 0.10000000E+04 0.40410569E-02 0.10929372E-05
