PdfType: central
PdfType: replica
Format: lhagrid1
---
 0.8067591E-03 0.1015650E-02 0.1278627E-02 0.1609696E-02 0.2026487E-02 0.2551196E-02 0.3211766E-02 0.4043373E-02 0.5090306E-02 0.6408315E-02 0.8067591E-02 0.1015650E-01 0.1278627E-01 0.1609696E-01 0.2026487E-01 0.2551196E-01 0.3211766E-01 0.4043373E-01 0.5090306E-01 0.6408315E-01 0.8067591E-01 0.1015650E+00 0.1278627E+00 0.1609696E+00 0.2026487E+00 0.2551196E+00 0.3211766E+00 0.4043373E+00 0.5090306E+00 0.6408315E+00 0.1000000E+01
 0.1000000E+01 0.1000000E+07
 -12  12
   0.4942602E+09   0.4942602E+09
   0.4942602E+09   0.4942602E+09
   0.8644800E+09   0.8644800E+09
   0.8644800E+09   0.8644800E+09
   0.1382757E+10   0.1382757E+10
   0.1382757E+10   0.1382757E+10
   0.1572560E+10   0.1572560E+10
   0.1572560E+10   0.1572560E+10
   0.2685626E+10   0.2685626E+10
   0.2685626E+10   0.2685626E+10
   0.2063393E+10   0.2063393E+10
   0.2063393E+10   0.2063393E+10
   0.4888319E+10   0.4888319E+10
   0.4888319E+10   0.4888319E+10
   0.7704804E+10   0.7704804E+10
   0.7704804E+10   0.7704804E+10
   0.1050190E+11   0.1050190E+11
   0.1050190E+11   0.1050190E+11
   0.1146943E+11   0.1146943E+11
   0.1146943E+11   0.1146943E+11
   0.1294872E+11   0.1294872E+11
   0.1294872E+11   0.1294872E+11
   0.1677621E+11   0.1677621E+11
   0.1677621E+11   0.1677621E+11
   0.1439042E+11   0.1439042E+11
   0.1439042E+11   0.1439042E+11
   0.1280077E+11   0.1280077E+11
   0.1280077E+11   0.1280077E+11
   0.1502290E+11   0.1502290E+11
   0.1502290E+11   0.1502290E+11
   0.1099078E+11   0.1099078E+11
   0.1099078E+11   0.1099078E+11
   0.1361501E+11   0.1361501E+11
   0.1361501E+11   0.1361501E+11
   0.1149554E+11   0.1149554E+11
   0.1149554E+11   0.1149554E+11
   0.7987127E+10   0.7987127E+10
   0.7987127E+10   0.7987127E+10
   0.6490271E+10   0.6490271E+10
   0.6490271E+10   0.6490271E+10
   0.3611604E+10   0.3611604E+10
   0.3611604E+10   0.3611604E+10
   0.1957691E+10   0.1957691E+10
   0.1957691E+10   0.1957691E+10
   0.8276560E+09   0.8276560E+09
   0.8276560E+09   0.8276560E+09
   0.2921237E+09   0.2921237E+09
   0.2921237E+09   0.2921237E+09
   0.6509005E+08   0.6509005E+08
   0.6509005E+08   0.6509005E+08
   0.6931084E+07   0.6931084E+07
   0.6931084E+07   0.6931084E+07
   0.7896385E+06   0.7896385E+06
   0.7896385E+06   0.7896385E+06
   0.7980645E+05   0.7980645E+05
   0.7980645E+05   0.7980645E+05
   0.1084261E+03   0.1084261E+03
   0.1084261E+03   0.1084261E+03
   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00
---
